title,genre_ids,year,original_language,TMDb_Rating
A Beginner's Guide to Snuff,"[53, 35, 27]",2016,en,0.0
Independence Daysaster,"[28, 878]",2013,en,4.2
Dysfunctional Friends,"[35, 10749]",2012,en,5.0
Run Lola Run,"[28, 18, 53]",1998,de,7.2
May,"[18, 27, 53, 10749]",2002,en,6.3
Against the Wild,"[12, 10751]",2013,en,4.9
Under the Same Moon,[18],2008,es,7.0
Conquest of the Planet of the Apes,"[28, 878]",1972,en,6.1
In the Bedroom,"[18, 53]",2001,en,6.4
I Spit on Your Grave,"[53, 80, 27]",2010,en,6.3
"Happy, Texas","[35, 80]",1999,en,5.5
My Summer of Love,"[18, 53, 10749]",2004,en,6.0
The Lunchbox,"[18, 10749]",2013,hi,7.3
Yes,"[18, 10749]",2005,en,5.9
You Can't Take It With You,"[35, 10749]",1938,en,7.2
From Here to Eternity,"[10752, 18, 10749]",1953,en,7.2
She Wore a Yellow Ribbon,[37],1949,en,7.1
Grace Unplugged,"[18, 10402]",2013,en,6.0
Foolish,"[35, 18]",1999,en,6.3
N-Secure,"[18, 80, 53]",2010,en,4.3
Caramel,"[18, 35, 10749]",2007,ar,6.8
Out of the Dark,"[53, 27]",2014,en,4.6
The Bubble,"[18, 10749]",2006,he,7.6
The Conversation,"[80, 18, 9648]",1974,en,7.5
Dil Jo Bhi Kahey...,[10749],2006,hi,0.0
Mississippi Mermaid,"[80, 18, 10749]",1969,fr,6.7
I Love Your Work,"[18, 9648]",2003,en,6.5
Cabin Fever,[27],2016,en,4.4
Waitress,[35],2007,en,6.7
Bloodsport,[28],1988,en,6.6
Mr. Smith Goes to Washington,"[35, 18]",1939,en,7.9
Kids,"[18, 80]",1995,en,6.8
The Squid and the Whale,"[35, 18]",2005,en,6.9
Kissing Jessica Stein,[35],2001,en,5.9
Kickboxer: Vengeance,"[28, 18]",2016,en,4.5
Spellbound,"[18, 9648, 53]",1945,en,7.3
Exotica,"[18, 9648]",1994,en,6.5
Buffalo '66,"[10749, 35, 80, 18]",1998,en,7.1
Insidious,"[27, 53]",2010,en,6.8
Repo Man,"[35, 80, 878, 53]",1984,en,6.7
Nine Queens,"[80, 18, 53]",2000,es,7.4
The Gatekeepers,[99],2012,en,6.5
The Ballad of Jack and Rose,[18],2005,en,6.5
The To Do List,"[35, 10749]",2013,en,5.5
Killing Zoe,"[28, 80, 18, 53]",1993,en,6.1
The Believer,[18],2001,en,6.8
Snow Angels,"[18, 10749]",2008,en,6.5
Unsullied,"[53, 28, 27]",2015,en,3.0
Session 9,"[27, 9648]",2001,en,6.2
I Want Someone to Eat Cheese With,"[35, 10749]",2006,en,5.7
Mooz-lum,[18],2011,en,4.5
Hatchet,"[35, 27]",2006,en,5.7
Modern Times,"[18, 35]",1936,en,8.1
Stolen Summer,"[18, 10751, 35]",2002,en,6.4
My Name Is Bruce,"[35, 27]",2007,en,5.9
The Salon,[35],2005,en,3.5
Road Hard,[35],2015,en,6.6
Forty Shades of Blue,"[18, 10749]",2005,en,6.0
Amigo,"[18, 36, 10752]",2010,en,6.0
Pontypool,"[27, 9648, 878]",2009,en,6.6
Trucker,[18],2008,en,6.8
Me You and Five Bucks,"[10749, 35, 18]",2015,en,10.0
The Lords of Salem,"[27, 53]",2012,en,5.1
Housebound,"[27, 35, 53]",2014,en,6.5
Wal-Mart: The High Cost of Low Price,[99],2005,en,6.9
Fetching Cody,"[35, 18, 14, 10749, 878]",2005,en,6.8
Last I Heard,"[18, 35]",2013,en,6.0
Closer to the Moon,"[35, 18]",2013,en,6.4
Mutant World,[878],2014,en,2.6
Growing Up Smith,"[35, 10751, 18]",2017,en,7.4
Checkmate,"[53, 28, 80]",2015,en,4.2
#Horror,"[18, 9648, 27, 53]",2015,de,3.3
Wind Walkers,"[28, 27, 53]",2016,en,7.5
Snow White and the Seven Dwarfs,"[14, 16, 10751]",1937,en,6.9
The Holy Girl,"[18, 10769]",2004,es,6.8
Shalako,[37],1968,en,5.4
Incident at Loch Ness,"[12, 35, 27]",2004,en,5.9
The Dog Lover,[18],2016,en,5.3
GirlHouse,"[27, 53]",2014,en,5.2
The Blue Room,"[18, 80, 53]",2014,fr,6.2
House at the End of the Drive,"[53, 27]",2014,en,0.0
Batman,"[10751, 12, 35, 878, 80]",1966,en,6.1
"Lock, Stock and Two Smoking Barrels","[35, 80]",1998,en,7.5
The Ballad of Gregorio Cortez,[37],1983,en,0.0
The Celebration,[18],1998,da,7.7
Trees Lounge,"[35, 18]",1996,en,6.7
Journey from the Fall,[18],2006,vi,5.0
The Basket,[18],2000,en,6.5
Eddie: The Sleepwalking Cannibal,"[27, 35]",2012,en,6.1
Queen of the Mountains,"[18, 28]",2014,ky,0.0
Def-Con 4,[878],1985,en,2.8
The Hebrew Hammer,"[28, 35]",2003,en,5.9
Neal 'n' Nikki,"[35, 10749]",2005,en,2.3
The 41–Year–Old Virgin Who Knocked Up Sarah Marshall and Felt Superbad About It,[35],2010,en,3.2
Forget Me Not,"[18, 27, 10749]",2009,en,5.0
Rebecca,"[18, 9648]",1940,en,7.7
Friday the 13th Part 2,"[27, 53]",1981,en,6.0
The Lost Weekend,[18],1945,en,7.4
C.H.U.D.,"[27, 878]",1984,en,5.3
Filly Brown,[18],2013,en,5.9
The Lion of Judah,"[12, 16, 35, 10751]",2011,en,5.8
Niagara,"[80, 18, 53]",1953,en,6.7
How Green Was My Valley,[18],1941,en,6.8
Da Sweet Blood of Jesus,"[53, 35, 10749]",2014,en,4.1
"Sex, Lies, and Videotape",[18],1989,en,6.7
Saw,"[27, 9648, 80]",2004,en,7.2
Super Troopers,"[35, 80, 9648]",2001,en,6.6
The Algerian,[],2015,en,0.0
The Amazing Catfish,"[35, 18]",2013,es,5.7
Monsoon Wedding,"[35, 18, 10749]",2001,hi,6.8
You Can Count on Me,"[18, 10749]",2000,en,6.8
The Trouble with Harry,"[35, 9648, 53]",1955,en,6.9
But I'm a Cheerleader,[35],1999,en,6.5
Home Run,[18],2013,en,6.3
Reservoir Dogs,"[80, 53]",1992,en,8.0
The Blue Bird,"[18, 10751, 14]",1940,en,6.4
"The Good, the Bad and the Ugly",[37],1966,it,8.1
The Second Mother,[18],2015,pt,7.8
Blue Like Jazz,"[18, 35]",2012,en,5.8
Down & Out With The Dolls,"[35, 10402]",2003,en,0.0
"Pink Ribbons, Inc.",[99],2011,en,6.8
Certifiably Jonathan,[35],2007,en,0.0
Desire,"[18, 10749]",2011,fr,4.1
The Blade of Don Juan,"[18, 35]",2013,en,0.0
Grand Theft Parsons,"[80, 35, 18, 12]",2003,en,6.0
Extreme Movie,[35],2008,en,3.9
The Charge of the Light Brigade,"[28, 12, 18, 10752]",1936,en,6.8
Below Zero,"[53, 27]",2011,en,4.4
Crowsnest,[],2012,en,4.8
Airborne,"[28, 12, 35]",1993,en,6.1
Cotton Comes to Harlem,"[28, 12]",1970,en,6.7
The Wicked Within,[27],2015,en,4.2
Bleeding Hearts,[27],2013,en,2.0
Waiting...,[35],2005,en,6.2
Dead Man's Shoes,"[18, 53, 80]",2004,en,7.2
From a Whisper to a Scream,"[35, 27]",1987,en,6.8
Sex With Strangers,[99],2002,en,5.0
Dracula: Pages from a Virgin's Diary,[27],2002,en,6.9
Faith Like Potatoes,[18],2006,en,6.0
Beyond the Black Rainbow,"[14, 878, 27]",2010,en,5.7
The Raid,"[28, 53, 80]",2011,id,7.3
The Dead Undead,"[27, 878, 28]",2010,en,3.1
The Vatican Exorcisms,"[27, 99, 9648]",2013,en,4.4
Casablanca,"[18, 10749]",1942,en,7.9
Lake Mungo,"[27, 53]",2008,en,6.1
Rocket Singh: Salesman of the Year,"[18, 35, 10749]",2009,hi,7.0
Silent Running,"[12, 18, 878]",1972,en,6.3
Rocky,[18],1976,en,7.5
The Sleepwalker,[18],2014,en,4.1
Tom Jones,"[12, 35, 36, 10749]",1963,en,6.1
Unfriended,"[27, 53]",2015,en,5.5
Taxi Driver,"[80, 18]",1976,en,8.0
The Howling,"[18, 27]",1981,en,6.4
Dr. No,"[12, 28, 53]",1962,en,6.9
Chernobyl Diaries,"[27, 53]",2012,en,4.9
Hellraiser,[27],1987,en,6.9
God's Not Dead 2,[18],2016,en,5.7
Cry_Wolf,"[27, 53]",2005,en,5.6
Godzilla 2000,"[12, 27, 28, 878]",1999,ja,5.9
Blue Valentine,"[18, 10749]",2010,en,6.9
Transamerica,[18],2005,en,6.9
The Devil Inside,"[53, 27]",2012,en,4.6
Beyond the Valley of the Dolls,"[35, 18, 53]",1970,en,6.6
Love Me Tender,"[18, 28, 37, 10402, 10749]",1956,en,5.5
An Inconvenient Truth,[99],2006,en,6.7
Sands of Iwo Jima,"[28, 18, 36, 10752]",1949,en,6.2
Shine a Light,"[99, 10402]",2008,en,7.2
The Green Inferno,"[28, 12, 27, 53]",2014,en,5.0
Departure,"[18, 10749, 10751]",2016,en,7.5
The Sessions,"[18, 10749, 35]",2012,en,6.6
"Food, Inc.",[99],2008,en,7.4
October Baby,[18],2011,en,6.8
Next Stop Wonderland,"[35, 18, 10749]",1998,en,6.0
The Skeleton Twins,[18],2014,en,6.7
Martha Marcy May Marlene,"[18, 53]",2011,en,6.7
Obvious Child,"[35, 10749]",2014,en,6.7
Frozen River,[18],2008,en,6.7
20 Feet from Stardom,"[99, 10402]",2013,en,7.4
Two Girls and a Guy,"[18, 10749]",1997,en,5.4
Walking and Talking,"[35, 18, 10749]",1996,en,6.6
Who Killed the Electric Car?,[99],2006,en,7.2
The Broken Hearts Club: A Romantic Comedy,"[35, 18, 10749]",2000,en,6.3
Bubba Ho-tep,"[35, 27, 53, 9648, 14]",2002,en,6.7
Slam,[18],1998,en,6.7
Brigham City,"[80, 18, 9648, 53]",2001,en,7.3
Fiza,"[18, 10769, 10749]",2000,hi,6.1
Orgazmo,[35],1997,en,6.2
All the Real Girls,"[18, 10749]",2003,en,5.9
Dream with the Fishes,[35],1997,en,7.7
Blue Car,[18],2002,en,6.7
Palo Alto,[18],2014,en,6.4
Ajami,"[80, 18]",2009,he,6.8
Wristcutters: A Love Story,"[35, 18, 14, 10749]",2006,en,6.7
I Origins,"[878, 18]",2014,en,7.5
The Battle of Shaker Heights,"[35, 18, 10749]",2003,en,5.6
The Act of Killing,[99],2012,id,7.5
Taxi to the Dark Side,[99],2007,en,6.6
Once in a Lifetime: The Extraordinary Story of the New York Cosmos,[99],2006,en,4.7
Guiana 1838,[18],2004,en,2.8
Lisa Picard Is Famous,[],2000,en,4.0
Antarctica: A Year on Ice,"[18, 12, 99]",2013,en,7.2
A LEGO Brickumentary,[99],2015,en,6.4
Hardflip,"[18, 28]",2012,en,4.7
Chocolate: Deep Dark Secrets,[53],2005,en,3.4
The House of the Devil,"[9648, 27]",2009,en,6.0
The Perfect Host,"[35, 53, 80]",2010,en,6.2
Safe Men,"[35, 80]",1998,en,6.3
Speedway Junky,"[10749, 18, 80]",1999,en,5.2
The Last Big Thing,"[35, 18]",1998,en,6.0
The Specials,"[28, 35]",2000,en,5.5
16 to Life,"[35, 10749]",2009,en,4.4
Alone With Her,"[80, 18, 10749, 53]",2006,en,6.2
Creative Control,"[18, 878]",2016,en,5.4
Special,"[18, 14, 878]",2006,en,6.6
Sparkler,[],1999,en,0.0
The Helix... Loaded,"[28, 35, 878]",2005,en,4.8
In Her Line of Fire,"[18, 28, 53]",2006,en,3.3
The Jimmy Show,"[35, 18]",2002,en,8.0
Heli,"[80, 18]",2013,es,6.2
Karachi se Lahore,"[10751, 35]",2015,en,8.0
Loving Annabelle,"[18, 10749]",2006,en,6.4
Hits,"[18, 35]",2014,en,4.9
Jimmy and Judy,"[28, 80, 18, 53]",2006,en,5.4
Frat Party,"[35, 10749]",2009,en,3.5
The Party's Over,[18],1965,en,6.1
Proud,[18],2004,en,5.5
The Poker House,[18],2008,en,6.1
Childless,[],2015,en,4.5
ZMD: Zombies of Mass Destruction,[27],2009,en,4.7
Snow White: A Deadly Summer,"[27, 53]",2012,en,4.8
Hidden Away,"[10749, 18]",2014,es,7.6
My Last Day Without You,"[35, 18, 10749]",2011,de,5.7
Steppin: The Movie,"[35, 10749]",2009,en,5.0
Doc Holliday's Revenge,[37],2014,en,3.2
Black Rock,"[53, 27]",2012,en,4.9
Truth or Dare,"[27, 53, 9648]",2012,en,5.7
The Pet,"[18, 53]",2006,en,5.3
Bang Bang Baby,"[878, 18, 10402]",2014,en,6.6
Fear Clinic,[27],2014,en,4.0
Zombie Hunter,"[35, 28, 878, 53]",2013,en,3.5
A Fine Step,[18],2014,en,4.1
Charly,"[18, 10749, 878]",1968,en,6.6
Banshee Chapter,"[27, 53]",2013,en,5.7
Ask Me Anything,"[18, 9648, 53]",2014,en,5.5
And Then Came Love,"[35, 10749]",2007,en,5.0
Food Chains,[99],2014,de,7.4
On the Waterfront,"[80, 18]",1954,en,8.0
L!fe Happens,[35],2011,en,5.3
"4 Months, 3 Weeks and 2 Days",[18],2007,ro,7.3
The Horror Network Vol. 1,[27],2015,en,5.0
Hard Candy,"[18, 53]",2005,en,6.8
The Quiet,"[18, 53]",2005,en,6.1
Circumstance,[18],2011,fa,7.4
Fruitvale Station,[18],2013,en,7.3
The Brass Teapot,"[35, 14, 53]",2012,en,5.8
Bambi,"[16, 18, 10751]",1942,en,6.8
The Hammer,[35],2007,en,6.5
Latter Days,"[18, 35, 10749]",2003,en,6.7
Elza,[18],2011,fr,0.0
1982,[18],2013,en,5.0
"For a Good Time, Call...",[35],2012,en,5.8
Celeste & Jesse Forever,"[35, 18, 10749]",2012,en,6.4
Time Changer,"[35, 18, 10751, 878]",2002,en,5.2
London to Brighton,"[80, 18, 53]",2006,en,6.5
American Hero,"[28, 35, 878]",2015,en,5.0
Windsor Drive,"[53, 9648]",2015,en,2.0
A Separation,[18],2011,fa,7.7
Crying with Laughter,"[35, 18, 53]",2009,en,7.0
Welcome to the Dollhouse,"[35, 18]",1995,en,6.9
Ruby in Paradise,"[18, 10749]",1993,en,5.6
Raising Victor Vargas,"[18, 10749]",2002,en,7.8
Pandora's Box,"[18, 53, 10749]",1929,de,7.6
Harrison Montgomery,[],2008,en,0.0
Live-In Maid,"[18, 10769]",2004,en,7.8
Deterrence,"[28, 18, 9648, 53]",2000,en,6.1
The Mudge Boy,[18],2003,en,7.3
The Young Unknowns,[18],2000,en,0.0
Not Cool,[35],2014,en,3.7
Dead Snow,"[27, 35]",2009,no,6.1
Saints and Soldiers,"[28, 12, 18, 36, 10752]",2003,en,6.6
Vessel,"[27, 878]",2012,en,5.9
American Graffiti,"[35, 18]",1973,en,6.9
Iraq for Sale: The War Profiteers,[99],2006,en,8.0
Aqua Teen Hunger Force Colon Movie Film for Theaters,"[16, 35]",2007,en,6.5
Safety Not Guaranteed,"[35, 10749, 878, 18]",2012,en,6.8
Kevin Hart: Laugh at My Pain,"[35, 99]",2011,en,7.7
Kill List,"[27, 53, 80]",2011,en,6.0
The Innkeepers,"[27, 53]",2011,en,5.4
The Conformist,[18],1970,it,7.6
Interview with the Assassin,"[18, 53]",2002,en,5.6
Donkey Punch,"[27, 18, 53, 80]",2008,en,4.5
All the Boys Love Mandy Lane,"[27, 9648, 53]",2008,en,5.7
Bled,[27],2008,en,3.8
High Noon,[37],1952,en,7.6
Hoop Dreams,[99],1994,en,7.7
Rize,[99],2005,en,5.9
L.I.E.,[18],2001,en,6.7
The Sisterhood of Night,"[9648, 18, 53]",2015,en,6.5
B-Girl,"[80, 18, 10402]",2009,en,5.5
Half Nelson,[18],2006,en,6.5
Naturally Native,[18],1999,en,0.0
Hav Plenty,"[28, 35, 10749, 878, 53]",1997,en,0.0
Adulterers,"[53, 80, 18]",2016,en,5.2
Escape from Tomorrow,"[27, 14]",2013,en,4.8
Starsuckers,"[99, 10769]",2009,en,6.2
The Hadza:  Last of the First,[99],2014,en,0.0
After,"[9648, 53]",2012,en,5.6
Treachery,[18],2013,en,4.8
Walter,"[18, 35]",2015,en,5.3
Top Hat,"[35, 10402, 10749]",1935,en,7.4
The Blair Witch Project,"[27, 9648]",1999,en,6.3
Woodstock,"[36, 99, 10402]",1970,en,7.1
The Kentucky Fried Movie,[35],1977,en,6.4
Mercy Streets,"[28, 12, 18]",2000,en,5.5
Carousel of Revenge,"[53, 9648]",2007,en,0.0
Broken Vessels,[18],1998,en,6.0
Water & Power,"[80, 18]",2014,en,3.0
They Will Have to Kill Us First,"[10402, 99]",2015,fr,5.0
Light from the Darkroom,[],2014,en,0.0
The Country Doctor,"[18, 35]",2016,fr,6.0
The Maid's Room,[53],2014,en,4.8
A Hard Day's Night,"[35, 10402]",1964,en,7.3
The Harvest (La Cosecha),[99],2011,en,0.0
Love Letters,"[18, 53]",1983,en,4.6
Juliet and Alfa Romeo,"[35, 18]",2015,sl,6.0
Fireproof,[18],2008,en,7.0
Faith Connections,"[99, 18]",2013,hi,4.2
Benji,"[12, 10751, 10749]",1974,en,6.1
Open Water,"[18, 53]",2004,en,5.4
High Road,[35],2012,en,5.8
Kingdom of the Spiders,"[27, 878]",1977,en,5.7
Mad Hot Ballroom,"[99, 10751]",2005,en,7.2
The Station Agent,"[18, 35]",2003,en,7.4
To Save A Life,[18],2009,en,6.2
Wordplay,[99],2006,en,7.3
Beyond the Mat,[99],1999,en,7.8
The Singles Ward,"[35, 18, 10751, 10749]",2002,en,7.5
Osama,[18],2003,ps,6.3
Sholem Aleichem: Laughing In The Darkness,[99],2012,en,7.0
Groove,"[18, 10402, 10749]",2000,en,5.6
The R.M.,"[35, 80, 10751]",2003,en,4.8
Twin Falls Idaho,"[18, 10749]",1999,en,7.0
Mean Creek,"[80, 18]",2004,en,6.9
Hurricane Streets,"[10749, 80, 18]",1997,en,4.8
Never Again,"[35, 10749]",2002,en,4.0
Civil Brand,"[80, 18, 53]",2003,en,5.3
Lonesome Jim,"[35, 18, 10749]",2005,en,6.4
Drinking Buddies,"[10749, 18]",2013,en,6.0
Deceptive Practice: The Mysteries and Mentors of Ricky Jay,[99],2012,en,7.1
Seven Samurai,"[28, 18]",1954,ja,8.2
The Other Dream Team,[99],2012,en,6.9
Johnny Suede,"[35, 10749]",1991,en,4.7
Finishing The Game,[35],2007,en,4.9
Rubber,"[35, 18, 14, 27, 9648]",2010,en,5.7
Kiss the Bride,"[18, 35, 10749]",2007,en,4.2
The Slaughter Rule,[18],2002,en,6.2
Monsters,"[18, 53, 878]",2010,en,6.2
The Californians,"[18, 35]",2005,en,4.0
The Living Wake,[35],2007,en,5.0
Detention of the Dead,"[35, 27]",2012,en,4.5
Crazy Stone,"[28, 35]",2006,zh,6.9
Scott Walker: 30 Century Man,"[99, 10402]",2006,en,7.0
Everything Put Together,[18],2001,en,5.0
Good Kill,"[28, 18, 53]",2015,en,5.9
The Outrageous Sophie Tucker,[],2014,en,0.0
Now Is Good,"[18, 10749]",2012,en,7.3
Girls Gone Dead,"[27, 35]",2012,en,3.5
Subconscious,"[28, 53, 9648]",2015,en,3.4
Enter Nowhere,"[9648, 878, 53]",2011,en,6.5
El Rey de Najayo,"[80, 18]",2012,en,0.0
Fight to the Finish,"[10749, 28]",2016,en,5.2
Alleluia! The Devil's Carnival,"[10402, 27]",2016,en,6.0
The Sound and the Shadow,"[53, 35, 9648]",2014,en,0.0
Rodeo Girl,[10751],2016,en,5.5
Born to Fly: Elizabeth Streb vs. Gravity,[99],2014,en,5.0
The Little Ponderosa Zoo,[],2014,en,2.0
The Toxic Avenger,"[878, 28, 35, 27]",1984,en,6.3
Straight Out of Brooklyn,[18],1991,en,4.3
Bloody Sunday,"[28, 12, 18, 36]",2002,en,7.2
Diamond Ruff,[],2015,en,2.4
Conversations with Other Women,"[18, 10749]",2006,en,6.2
Poultrygeist: Night of the Chicken Dead,"[27, 35]",2006,en,5.9
Mutual Friends,[],2014,en,0.0
42nd Street,"[10402, 35, 10749]",1933,en,6.1
Rise of the Entrepreneur: The Search for a Better Way,[],2014,en,8.0
Metropolitan,"[35, 18]",1990,en,7.0
As It Is in Heaven,"[10749, 18, 35, 10402]",2004,sv,6.9
Roadside,"[27, 18]",2013,en,4.2
Napoleon Dynamite,[35],2004,en,6.7
Blue Ruin,"[80, 53]",2014,en,6.9
Paranormal Activity,"[27, 9648]",2007,en,5.9
Dogtown and Z-Boys,[99],2001,en,7.2
Monty Python and the Holy Grail,"[12, 35, 14]",1975,en,7.8
Quinceañera,[18],2006,it,7.0
Gory Gory Hallelujah,[],2003,en,1.0
Tarnation,"[99, 18]",2003,en,7.5
I Want Your Money,[99],2010,en,3.8
Love in the Time of Monsters,"[27, 35]",2014,en,5.0
The Beyond,[27],1981,it,6.6
What Happens in Vegas,"[35, 10749]",2008,da,5.8
The Dark Hours,"[27, 878, 53]",2005,en,5.5
My Beautiful Laundrette,"[10749, 18, 35]",1985,en,6.6
Fabled,"[18, 9648, 53]",2002,en,0.0
Show Me,"[18, 53]",2004,en,5.6
Cries and Whispers,[18],1972,sv,7.8
Intolerance,[18],1916,en,7.4
Trekkies,[99],1997,en,6.3
The Broadway Melody,"[18, 10402, 10749]",1929,en,5.0
The Evil Dead,[27],1981,en,7.3
Maniac,[27],2012,en,6.0
Censored Voices,"[36, 99]",2015,en,5.1
Murderball,[99],2005,en,6.9
American Ninja 2: The Confrontation,"[28, 12, 18]",1987,en,4.9
51 Birch Street,[99],2006,en,6.8
Rotor DR1,"[878, 10751]",2015,en,4.7
12 Angry Men,[18],1957,en,8.2
My Dog Tulip,"[16, 35, 18]",2009,en,7.6
It Happened One Night,"[35, 10749]",1934,en,7.7
Dogtooth,[18],2009,el,6.9
Tupac: Resurrection,"[10402, 99]",2003,en,8.0
Tumbleweeds,"[35, 18]",1999,en,6.2
The Prophecy,"[14, 27, 53]",1995,en,6.4
When the Cat's Away,[35],1996,fr,6.1
Pieces of April,"[35, 18]",2003,en,6.4
The Big Swap,[],1998,en,0.0
Old Joy,[18],2006,en,6.3
Wendy and Lucy,[18],2008,en,6.4
3 Backyards,[18],2010,en,4.8
Pierrot le Fou,"[18, 53]",1965,fr,7.6
Sisters in Law,[99],2005,en,7.3
Ayurveda: Art of Being,[99],2001,en,5.5
Nothing But a Man,[18],1964,en,7.0
"First Love, Last Rites",[18],1998,en,3.0
Fighting Tommy Riley,"[28, 12, 18]",2005,en,5.3
Royal Kill,"[28, 53]",2009,en,2.8
The Looking Glass,[],2015,en,7.0
Death Race 2000,"[28, 35, 878]",1975,en,5.9
Locker 13,"[27, 18, 53]",2014,en,6.8
Midnight Cabaret,[27],1990,en,0.0
Anderson's Cross,"[10749, 35, 18]",2010,en,0.0
Bizarre,"[18, 10749]",2015,en,6.2
Graduation Day,[27],1981,en,5.0
Some Guy Who Kills People,"[35, 27, 53]",2011,en,5.7
Compliance,"[18, 53, 80]",2012,en,6.3
Chasing Amy,"[35, 18, 10749]",1997,en,6.7
Lovely & Amazing,"[35, 18, 10749]",2001,en,6.3
Death Calls,[],2010,en,0.0
Better Luck Tomorrow,"[80, 18]",2002,en,6.5
The Incredibly True Adventure of Two Girls In Love,"[35, 18, 10749]",1995,en,5.7
Chuck & Buck,"[35, 18]",2000,en,5.7
American Desi,"[18, 35, 10749]",2001,en,5.0
Amidst the Devil's Wings,"[18, 28, 80]",2014,en,0.0
Cube,"[53, 878, 9648]",1997,en,6.9
Love and Other Catastrophes,"[35, 10749]",1996,it,5.8
I Married a Strange Person!,"[18, 35, 16]",1998,en,7.5
November,"[18, 9648, 53]",2004,en,4.9
Like Crazy,"[18, 10749]",2011,en,6.4
Teeth and Blood,[27],2015,en,3.0
Sugar Town,[35],1999,en,5.5
The Motel,"[18, 35]",2005,en,7.0
The Canyons,"[53, 18]",2013,en,4.1
On the Outs,[18],2004,en,5.9
Shotgun Stories,"[18, 53]",2007,en,6.9
Exam,"[53, 9648]",2009,en,6.6
The Sticky Fingers of Time,"[878, 18]",1997,en,4.8
Sunday School Musical,[10402],2008,en,5.5
Rust,[18],2010,en,0.0
Ink,"[28, 14]",2009,en,6.4
The Christmas Bunny,"[18, 10751]",2010,en,5.7
Butterfly,"[80, 18]",1982,en,5.0
UnDivided,[],2013,en,0.0
The Frozen,"[27, 53]",2012,en,4.2
Horse Camp,"[10751, 18]",2015,en,5.5
Give Me Shelter,[99],2014,en,0.0
The Big Parade,"[18, 10749, 10752]",1925,en,7.0
Little Big Top,[35],2006,en,10.0
Along the Roadside,"[10749, 35, 10402]",2013,en,7.7
Bronson,"[18, 28, 80]",2008,en,6.9
Western Religion,[37],2015,en,0.0
Burn,"[10769, 99]",2012,en,6.9
Urbania,"[10749, 18]",2000,en,5.2
The Stewardesses,[35],1969,en,4.3
"The Beast from 20,000 Fathoms","[12, 27, 878]",1953,en,6.7
Mad Max,"[12, 28, 53, 878]",1979,en,6.6
Swingers,"[35, 10749]",1996,en,6.8
A Fistful of Dollars,[37],1964,it,7.6
She Done Him Wrong,[35],1933,en,5.1
Short Cut to Nirvana: Kumbh Mela,[],2004,en,0.0
The Grace Card,[18],2011,en,6.5
Middle of Nowhere,[18],2012,en,6.6
Three,"[10749, 18, 35]",2010,de,6.3
The Business of Fancydancing,"[10402, 18]",2002,en,8.0
Call + Response,[99],2008,en,8.0
Malevolence,"[80, 27, 53]",2004,en,4.9
Reality Show,[],2015,en,5.5
Super Hybrid,[27],2010,en,4.6
Baghead,"[18, 35, 27]",2008,en,5.8
American Beast,[27],2014,pt,0.0
The Case of the Grinning Cat,[99],2004,en,7.7
Ordet,[18],1955,da,7.8
Good Dick,"[35, 18, 10749]",2008,en,6.1
The Man from Earth,"[878, 18]",2007,en,7.7
The Trials Of Darryl Hunt,[99],2007,en,6.8
Samantha: An American Girl Holiday,"[18, 10751]",2004,en,4.6
Yesterday Was a Lie,"[18, 9648, 878, 53]",2008,en,6.0
Theresa Is a Mother,"[10402, 35, 18]",2015,en,0.0
H.,"[53, 18, 878]",2014,en,6.5
Archaeology of a Woman,[18],2014,en,0.0
Children of Heaven,"[18, 35, 10751]",1997,fa,7.8
Weekend,"[18, 10749]",2011,en,7.4
She's Gotta Have It,"[35, 10749]",1986,en,6.1
Butterfly Girl,[99],2014,en,0.0
The World Is Mine,[18],2015,ro,0.0
Another Earth,"[18, 878]",2011,en,6.8
Sweet Sweetback's Baadasssss Song,"[28, 18, 10749]",1971,en,4.6
Perfect Cowboy,[18],2014,en,5.0
Tadpole,"[35, 18, 10749]",2002,en,5.5
Once,"[18, 10402, 10749]",2007,en,7.3
The Woman Chaser,[18],1999,en,4.9
The Horse Boy,[99],2009,en,5.5
When the Lights Went Out,"[53, 18, 27]",2012,en,5.8
Heroes of Dirt,"[28, 18]",2015,en,0.0
A Charlie Brown Christmas,"[16, 10751, 35, 10770]",1965,en,7.5
Antarctic Edge: 70° South,[99],2015,en,0.0
Aroused,[99],2013,en,7.2
Top Spin,[99],2014,en,6.8
Roger & Me,"[99, 36]",1989,en,7.4
An American in Hollywood,[],2014,en,0.0
Sound of My Voice,"[878, 18, 9648]",2011,en,6.3
The Blood of My Brother: A Story of Death in Iraq,[],2005,en,0.0
Your Sister's Sister,"[18, 35]",2011,en,6.5
A Dog's Breakfast,[35],2007,en,5.9
The Married Woman,"[18, 10749]",1964,fr,7.1
The Birth of a Nation,[18],2016,en,6.5
The Work and The Story,[35],2003,en,0.0
Facing the Giants,[18],2006,en,6.6
The Gallows,"[27, 53]",2015,en,4.9
Eraserhead,"[18, 14, 27, 878]",1977,en,7.5
Hollywood Shuffle,[35],1987,en,5.7
The Mighty,"[35, 18]",1998,en,7.1
Penitentiary,"[28, 18]",1979,en,4.9
The Lost Skeleton of Cadavra,"[35, 27, 878]",2001,en,6.5
Dude Where's My Dog?,[10751],2014,en,0.0
Cheap Thrills,"[18, 35, 80]",2013,en,6.3
Indie Game: The Movie,[99],2012,en,7.4
Straightheads,[53],2007,en,5.2
